a1,a2,q21,q23,k16_1,k16_2,k16_3,k16_4,k16_5,k16_6,k16_7,k16_8,k16_9,k16_10,k16_11,k16_12,k22,k23,d1,d2,d3_1,d3_2,d4,d10,d32,filter_$
42047,3745,2,1, , , , , , , , , , , , ,3,1,1938,1,2,3,2,7,1,1
42046,3745,3,1, , , , , , , , , , , , ,3,1,1968,1,2,4,1,1,1,1
42044,3745,3,1, , , , , , , , , , , , ,3,2,1973,2,4,5,2,1,1,0
42045,3745,2,1, , , , , , , , , , , , ,3,2,1943,2,2,3,1,7,1,1
42043,3745,2,1, , , , , , , , , , , , ,3,1,1950,1,1,1,2,7,1,0
42039,3745,2,1, , , , , , , , , , , , ,3,2,1940,2,1,3,1,7,1,0
42038,3745,1,1,2,1,3,3,3,2,2,2,2,2,2,3, , ,1948,1,1,7,2,7,1,1
42037,3745,2,1, , , , , , , , , , , , ,2,2,1941,2,1,7,5,7,1,1
42042,3745,2,1, , , , , , , , , , , , ,2,1,1978,2,1,2,2,1,1,0
42041,3745,3,1, , , , , , , , , , , , ,3,1,1978,1,1,2,2,1,2,1
42040,3745,3,1, , , , , , , , , , , , ,2,1,1941,1,1,7,4,7,1,1
42036,3745,2,1, , , , , , , , , , , , ,2,1,1986,1,4,7,2,1,1,1
42034,3745,3,1, , , , , , , , , , , , ,2,1,1986,2,4,5,3,6,1,1
42033,3745,3,1, , , , , , , , , , , , ,2,2,1945,2,2,3,5,7,1,1
42032,3745,3,1, , , , , , , , , , , , ,2,1,1952,1,2,2,2,5,2,0
42031,3745,3,3, , , , , , , , , , , , ,2,2,1990,1,2,3,1,6,1,1
42029,3745,2,1, , , , , , , , , , , , ,3,2,1929,1,1,2,2,7,1,1
42025,3745,2,1, , , , , , , , , , , , ,3,1,1946,2,4,3,4,7,1,1
42026,3745,2,1, , , , , , , , , , , , ,2,2,1942,1,1,2,2,7,1,0
42028,3745,2,1, , , , , , , , , , , , ,3,1,1932,2,4,3,5,7,1,0
42027,3745,2,1, , , , , , , , , , , , ,3,2,1949,1,2,2,2,7,1,0
42020,3745,3,1, , , , , , , , , , , , ,3,1,1946,1,1,7,2,7,1,1
42019,3745,2,1, , , , , , , , , , , , ,3,2,1937,2,1,7,2,7,1,0
42016,3745,2,1, , , , , , , , , , , , ,3,1,1964,1,4,5,2,1,1,0
42024,3745,3,1, , , , , , , , , , , , ,2,1,1966,1,4,6,2,1,1,0
42023,3745,3,1, , , , , , , , , , , , ,2,1,1930,2,2,7,2,7,1,0
42013,3745,1,2,3,3,3,3,3,1,1,1,2,2,1,3, , ,1979,1,2,3,1,5,2,1
42012,3745,1,2,3,3,3,3,3,2,1,2,2,3,1,3, , ,1977,1,2,2,1,1,1,1
42011,3745,2,1, , , , , , , , , , , , ,3,1,1962,1,2,2,1,5,2,1
42009,3745,2,1, , , , , , , , , , , , ,3,2,1930,2,1,7,5,7,1,0
42008,3745,3,1, , , , , , , , , , , , ,3,2,1949,2,4,6,4,1,1,0
42005,3745,1,1,3,3,3,3,3,2,2,2,2,2,2,3, , ,1953,1,2,2,2,8,1,0
42004,3745,2,1, , , , , , , , , , , , ,3,1,1968,1,2,3,3,1,1,1
42003,3745,3,1, , , , , , , , , , , , ,2,2,1961,2,4,3,2,1,1,1
42001,3745,2,1, , , , , , , , , , , , ,3,1,1937,1,2,7,5,7,1,0
14001,2736,3,1, , , , , , , , , , , , ,2,2,1986,1,4,6,3,1,1,0
14003,2736,3,1, , , , , , , , , , , , ,3,1,1950,1,2,3,2,1,1,0
14004,2736,2,1, , , , , , , , , , , , ,2,1,1942,2,4,6,4,7,1,1
14005,2736,3,1, , , , , , , , , , , , ,2,1,1972,2,4,6,1,1,1,1
14006,2736,2,1, , , , , , , , , , , , ,2,1,1953,2,4,6,4,7,1,0
 , , , , , , , , , , , , , , , , , , , , , , , , ,1
14008,2736,2,2, , , , , , , , , , , , ,2,1,1952,1,1,7,4,1,1,1
 , , , , , , , , , , , , , , , , , , , , , , , , ,0
14010,2736,3,1, , , , , , , , , , , , ,3,1,1962,1,4,2,1,8,1,0
14002,2736,1,3,2,2,1,3,3,3,3,3,3,3,3,3, , ,1991,2,4,4,1,6,1,0
114017,5377,1,2,3,3,3,3,3,2,2,3,3,3,2,3, , ,1993,1,2,7,3,5,1,0
34020,3491,3,1, , , , , , , , , , , , ,2,1,1965,2,2,3,2,1,1,1
34019,3491,2,1, , , , , , , , , , , , ,2,2,1954,2,2,2,2,1,1,0
34018,3491,2,1, , , , , , , , , , , , ,2,1,1938,2,2,2,5,7,1,1
34016,3491,3,1, , , , , , , , , , , , ,3,1,1966,1,2,3,2,1,1,1
34014,3491,2,1, , , , , , , , , , , , ,1,1,1947,1,1,2,3,1,1,0
34015,3491,2,1, , , , , , , , , , , , ,3,1,1945,1,1,2,3,7,1,1
34010,3491,3,1, , , , , , , , , , , , ,2,1,1987,2,4,1,1,6,1,1
34011,3491,2,1, , , , , , , , , , , , ,2,2,1981,1,4,6,2,6,2,1
34013,3491,2,1, , , , , , , , , , , , ,3,2,1957,2,4,3,3,1,1,1
34012,3491,2,2, , , , , , , , , , , , ,3,1,1969,1,2,2,3,1,1,1
34009,3491,2,1, , , , , , , , , , , , ,2,1,1959,1,1,2,1,1,1,1
34008,3491,1,2,3,3,3,3,3,1,2,3,2,3,1,3, , ,1982,2,4,5,2,11,1,0
34007,3491,2,1, , , , , , , , , , , , ,2,1,1961,2,2,2,2,1,1,1
34006,3491,3,1, , , , , , , , , , , , ,3,2,1942,1,1,7,4,7,1,1
34005,3491,3,2, , , , , , , , , , , , ,3,2,1983,2,2,3,2,11,2,0
34004,3491,3,1, , , , , , , , , , , , ,3,1,1943,1,2,2,2,7,1,1
34003,3491,3,1, , , , , , , , , , , , ,2,1,1976,2,2,3,1,2,1,0
34002,3491,3,1, , , , , , , , , , , , ,2,2,1935,2,1,2,2,7,1,1
34001,3491,3,1, , , , , , , , , , , , ,3,2,1926,1,1,2,2,7,1,1
4026,841,1,2,3,2,3,3,3,2,1,2,1,1,1,2, , ,1980,1,2,3,3,6,2,0
4051,841,3,1, , , , , , , , , , , , ,3,1,1966,1,4,5,3,5,2,1
4025,841,1,2,2,1,3,3,3,1,1,1,1,1,1,1, , ,1960,2,2,2,2,1,1,1
4020,841,2,1, , , , , , , , , , , , ,3,2,1978,2,4,5,3,2,1,1
4019,841,3,1, , , , , , , , , , , , ,3,1,1945,1,2,3,2,7,1,1
4013,841,3,2, , , , , , , , , , , , ,3,2,1945,1,2,3,2,7,1,1
4015,841,2,1, , , , , , , , , , , , ,3,1,1971,1,2,3,2,3,2,1
4016,841,3,1, , , , , , , , , , , , ,2,1,1980,2,4,6,3,1,1,1
4017,841,2,2, , , , , , , , , , , , ,2,1,1957,2,4,5,3,1,1,0
4005,841,2,1, , , , , , , , , , , , ,3,1,1944,1,1,2,2,7,1,0
4044,841,2,1, , , , , , , , , , , , ,3,1,1948,2,1,7,5,2,1,1
4042,841,2,1, , , , , , , , , , , , ,3,2,1951,1,1,2,3,5,2,0
4043,841,2,1, , , , , , , , , , , , ,3,1,1947,2,1,2,4,8,1,0
4046,841,2,2, , , , , , , , , , , , ,2,1,1986,1,2,2,3,1,1,0
4035,841,2,1, , , , , , , , , , , , ,3,1,1945,1,1,3,2,7,1,0
4037,841,3,1, , , , , , , , , , , , ,2,1,1965,1,4,5,1,1,2,1
4038,841,2,1, , , , , , , , , , , , ,3,1,1952,1,1,4,2,2,1,1
4030,841,3,1, , , , , , , , , , , , ,3,1,1943,1,4,4,4,8,1,0
4031,841,3,1, , , , , , , , , , , , ,2,1,1972,2,3,2,3,8,1,1
4034,841,3,1, , , , , , , , , , , , ,2,2,1984,2,4,6,3,1,1,0
4006,841,3,1, , , , , , , , , , , , ,2,1,1969,2,2,2,2,1,2,1
4001,841,3,3, , , , , , , , , , , , ,1,1,1990,1,3,1,3,6,1,0
4003,841,3,1, , , , , , , , , , , , ,3,2,1953,2,1,2,1,5,2,1
4004,841,2,1, , , , , , , , , , , , ,2,1,1954,1,2,3,2,1,1,0
4002,841,2,1, , , , , , , , , , , , ,3,1,1956,2,2,2,5,8,1,1
4011,841,2,3, , , , , , , , , , , , ,3,2,1991,2,2,2,1,1,1,1
4009,841,2,2, , , , , , , , , , , , ,2,1,1950,2,1,7,1,2,1,0
4008,841,2,2, , , , , , , , , , , , ,3,2,1941,1,4,2,1,8,1,1
4007,841,2,1, , , , , , , , , , , , ,3,2,1950,2,1,2,4,8,1,0
4010,841,1,3,3,3,1,3,3,3,3,3,3,3,3,3, , ,1990,1,2,2,1,1,2,1
4021,841,2,1, , , , , , , , , , , , ,2,2,1974,1,2,2,3,5,2,0
4022,841,1,1,3,3,3,3,3,1,3,3,3,3,2,3, , ,1935,2,2,2,5,7,1,1
4023,841,2,1, , , , , , , , , , , , ,3,1,1943,1,2,3,2,8,1,1
4024,841,2,2, , , , , , , , , , , , ,2,1,1952,2,2,3,1,1,1,0
4049,841,1,2,1,1,3,3,3,2,1,1,1,1,1,3, , ,1960,1,1,2,1,8,1,1
4040,841,1,1,3,3,3,1,3,3,3,3,3,3,3,3, , ,1941,2,2,2,2,7,1,0
4028,841,2,1, , , , , , , , , , , , ,2,2,1948,1,4,7,2,1,1,1
4029,841,2,1, , , , , , , , , , , , ,3,2,1977,1,2,2,1,8,1,0
4041,841,3,1, , , , , , , , , , , , ,3,1,1946,2,1,2,4,7,1,0
4050,841,2,1, , , , , , , , , , , , ,2,1,1976,1,4,3,1,1,1,1
238009,5501,2,2, , , , , , , , , , , , ,3,1,1961,1,2,3,2,1,1,0
412010,5675,1,3,3,3,3,3,3,3,3,3,3,3,2,3, , ,1990,1,2,7,2,5,2,0
412009,5675,1,2,3,3,3,3,3,3,3,3,3,3,3,3, , ,1975,2,2,3,3,1,1,1
412008,5675,3,1, , , , , , , , , , , , ,1,2,1971,2,2,3,1,1,1,0
412007,5675,1,2,2,2,1,3,3,3,3,3,2,3,2,3, , ,1980,2,2,3,1,2,1,0
412006,5675,2,1, , , , , , , , , , , , ,1,1,1939,1,1,7,2,7,1,1
412004,5675,1,1,3,3,3,3,3,1,1,1,1,1,2,1, , ,1941,2,2,2,4,7,1,0
412003,5675,3,2, , , , , , , , , , , , ,1,2,1964,2,2,2,4,1,1,1
412002,5675,2,1, , , , , , , , , , , , ,3,1,1952,1,4,2,1,9,2,0
412001,5675,2,1, , , , , , , , , , , , ,2,2,1953,1,4,3,1,5,2,1
65009,4139,3,1, , , , , , , , , , , , ,3,1,1936,1,1,7,2,7,1,1
65008,4139,2,1, , , , , , , , , , , , ,3,1,1953,1,2,2,4,5,2,1
65002,4139,2,1, , , , , , , , , , , , ,2,1,1970,1,4,3,1,1,1,1
65004,4139,3,1, , , , , , , , , , , , ,2,2,1967,2,4,3,2,1,1,1
65001,4139,2,1, , , , , , , , , , , , ,3,1,1948,2,4,2,2,8,1,0
372001,5635,2,1, , , , , , , , , , , , ,4,2,1947,1,1,7,3,7,1,1
372002,5635,3,1, , , , , , , , , , , , ,1,1,1949,2,1,2,2,4,1,1
372003,5635,3,1, , , , , , , , , , , , ,3,2,1976,2,4,6,2,1,1,0
372004,5635,2,1, , , , , , , , , , , , ,3,1,1946,1,2,3,2,7,1,1
372005,5635,3,1, , , , , , , , , , , , ,2,2,1954,2,2,3,4,8,1,1
372006,5635,3,1, , , , , , , , , , , , ,3,1,1961,1,2,3,2,1,1,1
372007,5635,3,1, , , , , , , , , , , , ,2,2,1973,2,4,6,2,1,1,0
372008,5635,3,1, , , , , , , , , , , , ,3,1,1953,1,1,7,2,1,1,0
372009,5635,3,1, , , , , , , , , , , , ,1,2,1981,1,2,3,3,1,1,1
372010,5635,3,3, , , , , , , , , , , , ,2,1,1990,1,4,3,1,1,1,1
373004,5636,2,1, , , , , , , , , , , , ,3,1,1967,2,2,3,2,2,2,1
373003,5636,3,1, , , , , , , , , , , , ,2,1,1969,2,4,3,2,1,1,1
373005,5636,2,1, , , , , , , , , , , , ,2,1,1949,2,1,3,4,7,1,1
373006,5636,2,1, , , , , , , , , , , , ,3,1,1949,2,1,3,5,8,1,1
373007,5636,3,1, , , , , , , , , , , , ,1,1,1962,2,4,3,4,1,1,0
373008,5636,3,1, , , , , , , , , , , , ,3,2,1937,1,2,7,4,7,1,1
373009,5636,1,1,3,3,3,3,3,3,3,1,3,3,2,2, , ,1933,1,2,2,2,7,1,1
373010,5636,2,1, , , , , , , , , , , , ,3,1,1952,1,1,2,2,8,1,1
373011,5636,2,1, , , , , , , , , , , , ,3,1,1962,2,2,3,6,1,1,1
373012,5636,3,1, , , , , , , , , , , , ,1,1,1968,1,2,3,3,1,1,0
3001,502,2,1, , , , , , , , , , , , ,3,1,1936,1,2,2,4,7,1,1
3002,502,2,1, , , , , , , , , , , , ,2,2,1940,1,1,7,4,7,1,0
3003,502,2,8, , , , , , , , , , , , ,1,1,1988,2,4,7,1,6,1,1
3004,502,2,1, , , , , , , , , , , , ,3,2,1968,2,4,6,2,1,1,1
3005,502,2,1, , , , , , , , , , , , ,3,1,1940,1,1,7,2,2,1,0
3006,502,3,1, , , , , , , , , , , , ,4,2,1946,2,1,2,4,7,1,1
3007,502,1,1,3,3,1,3,3,2,3,3,3,3,3,3, , ,1979,1,4,7,2,11,1,1
 , , , , , , , , , , , , , , , , , , , , , , , , ,1
3008,502,2,1, , , , , , , , , , , , ,3,1,1966,1,2,3,2,1,1,0
3009,502,3,1, , , , , , , , , , , , ,4,2,1943,2,2,6,2,7,1,1
214020,5477,3,1, , , , , , , , , , , , ,2,2,1958,1,4,4,2,1,1,1
214019,5477,2,1, , , , , , , , , , , , ,2,1,1957,2,4,3,2,1,1,1
214010,5477,1,1,3,2,2,3,3,3,2,3,2,3,3,3, , ,1969,2,2,2,3,1,1,0
214009,5477,1,2,4,4,4,4,4,4,4,4,4,4,4,4, , ,1979,1,2,2,1,5,2,0
214014,5477,3,1, , , , , , , , , , , , ,3,1,1950,2,1,7,4,8,1,0
214013,5477,3,1, , , , , , , , , , , , ,3,1,1937,1,1,7,2,7,1,0
214012,5477,2,1, , , , , , , , , , , , ,3,2,1938,2,1,2,5,7,1,1
214015,5477,5,2, , , , , , , , , , , , , , ,1969,2,2,2,3,8,1,0
214021,5477,2,1, , , , , , , , , , , , ,3,1,1985,1,4,4,1,6,1,1
214005,5477,3,1, , , , , , , , , , , , ,2,2,1976,1,4,6,2,1,1,0
214004,5477,2,1, , , , , , , , , , , , ,4,1,1956,1,2,2,3,1,1,1
214006,5477,2,3, , , , , , , , , , , , ,2,2,1991,2,4,4,1,6,1,1
454001,5717,2,1, , , , , , , , , , , , ,3,1,1946,1,2,2,2,7,1,1
454002,5717,2,1, , , , , , , , , , , , ,4,1,1945,1,2,2,2,7,1,1
454003,5717,2,1, , , , , , , , , , , , ,2,2,1954,1,2,2,2,7,1,1
454005,5717,2,1, , , , , , , , , , , , ,3,2,1965,2,4,3,2,2,1,1
454006,5717,3,1, , , , , , , , , , , , ,3,1,1981,2,2,2,2,9,2,1
454009,5717,2,1, , , , , , , , , , , , ,3,2,1941,2,2,2,4,7,1,1
454010,5717,2,1, , , , , , , , , , , , ,2,2,1959,2,2,5,2,1,1,1
30020,3394,3,1, , , , , , , , , , , , ,1,2,1959,1,3,1,2,1,1,0
30017,3394,1,1,2,3,3,3,3,3,3,3,3,3,3,3, , ,1961,2,2,3,4,1,1,1
30016,3394,1,1,2,3,3,3,3,3,2,2,1,2,2,3, , ,1979,1,2,2,3,5,2,0
30013,3394,1,1,3,3,3,3,3,3,3,2,1,1,2,1, , ,1984,1,2,2,1,3,1,0
30012,3394,3,1, , , , , , , , , , , , ,1,2,1953,2,2,2,4,1,1,1
30011,3394,1,1,3,3,3,3,3,3,1,2,2,1,1,2, , ,1987,2,2,2,3,5,2,1
30007,3394,3,1, , , , , , , , , , , , ,3,2,1929,2,1,7,5,7,1,1
30006,3394,2,1, , , , , , , , , , , , ,1,1,1945,1,2,7,2,7,1,1
30005,3394,2,1, , , , , , , , , , , , ,3,2,1929,1,2,2,2,7,1,1
30004,3394,2,1, , , , , , , , , , , , ,3,2,1943,2,1,2,2,7,1,1
30003,3394,2,3, , , , , , , , , , , , ,3,1,1990,1,2,3,1,1,1,0
30002,3394,2,1, , , , , , , , , , , , ,3,1,1922,1,1,7,2,7,1,1
30001,3394,3,1, , , , , , , , , , , , ,3,2,1924,2,1,2,5,7,1,1
12014,2533,3,1, , , , , , , , , , , , ,1,2,1934,1,1,2,3,7,1,0
12012,2533,3,1, , , , , , , , , , , , ,2,1,1962,1,2,2,3,1,2,1
12010,2533,3,1, , , , , , , , , , , , ,2,1,1947,1,1,7,3,7,1,1
12009,2533,3,2, , , , , , , , , , , , ,3,2,1984,2,2,2,3,2,2,0
12008,2533,3,1, , , , , , , , , , , , ,3,2,1978,2,4,5,1,1,1,0
12007,2533,1,2,3,3,3,3,3,3,2,3,2,3,2,2, , ,1966,2,2,3,1,5,2,1
12006,2533,1,2,3,3,3,3,3,1,2,2,2,3,3,2, , ,1987,1,4,5,3,1,1,1
12004,2533,2,1, , , , , , , , , , , , ,2,2,1947,1,1,7,2,7,1,1
12003,2533,3,1, , , , , , , , , , , , ,1,1,1984,1,2,3,1,2,2,0
12002,2533,2,1, , , , , , , , , , , , ,3,1,1957,2,2,2,1,1,1,1
12013,2533,2,1, , , , , , , , , , , , ,3,2,1963,2,2,7,3,1,1,1
12025,2533,2,1, , , , , , , , , , , , ,3,2,1945,2,2,3,2,7,1,0
12022,2533,2,1, , , , , , , , , , , , ,3,2,1971,2,4,3,4,5,2,1
12018,2533,3,1, , , , , , , , , , , , ,2,1,1964,2,2,3,3,2,1,0
12026,2533,3,1, , , , , , , , , , , , ,2,1,1952,1,2,2,2,5,2,1
12029,2533,2,3, , , , , , , , , , , , ,3,2,1989,2,4,4,1,6,1,0
12031,2533,2,1, , , , , , , , , , , , ,3,2,1945,1,2,1,5,7,1,1
12028,2533,1,2,3,1,3,3,3,2,2,2,1,3,3,1, , ,1982,2,2,1,3,5,2,1
12027,2533,2,1, , , , , , , , , , , , ,3,2,1952,2,2,2,5,2,1,0
51019,3900,3,1, , , , , , , , , , , , ,2,2,1977,1,4,5,2,1,1,0
51020,3900,2,1, , , , , , , , , , , , ,3,2,1963,1,1,2,2,1,1,1
51018,3900,3,1, , , , , , , , , , , , ,1,2,1987,2,2,2,3,1,1,1
51017,3900,3,1, , , , , , , , , , , , ,3,1,1979,2,4,5,2,1,1,1
51016,3900,2,1, , , , , , , , , , , , ,3,1,1943,2,2,3,2,7,1,1
51015,3900,3,3, , , , , , , , , , , , ,3,1,1992,2,2,7,1,9,1,0
51014,3900,1,2,2,1,3,3,3,1,3,3,2,2,1,1, , ,1957,2,2,5,2,1,1,1
51013,3900,2,1, , , , , , , , , , , , ,2,1,1974,1,4,4,4,8,1,1
51012,3900,3,1, , , , , , , , , , , , ,1,1,1929,1,1,3,1,7,1,0
51011,3900,3,1, , , , , , , , , , , , ,2,1,1949,2,2,2,4,8,1,0
51010,3900,3,3, , , , , , , , , , , , ,2,2,1991,2,2,1,1,6,1,1
51009,3900,3,1, , , , , , , , , , , , ,3,1,1942,2,1,2,2,7,1,1
51008,3900,2,1, , , , , , , , , , , , ,3,2,1936,1,1,3,1,7,1,1
51007,3900,2,1, , , , , , , , , , , , ,2,1,1944,1,2,3,1,7,1,1
51006,3900,3,1, , , , , , , , , , , , ,2,1,1983,1,4,6,2,1,1,0
51005,3900,2,1, , , , , , , , , , , , ,3,1,1948,1,2,3,1,3,1,1
51002,3900,2,1, , , , , , , , , , , , ,2,1,1965,2,4,4,4,1,1,1
51003,3900,2,1, , , , , , , , , , , , ,2,1,1941,2,2,2,1,7,1,1
51004,3900,3,1, , , , , , , , , , , , ,1,1,1956,1,1,3,2,8,1,0
51001,3900,3,1, , , , , , , , , , , , ,3,2,1950,1,4,6,2,1,1,0
512006,5775,2,1, , , , , , , , , , , , ,3,2,1959,2,2,2,3,1,1,1
512008,5775,1,1,3,3,3,3,3,1,2,1,3,1,3,2, , ,1959,1,2,1,1,8,1,1
512010,5775,3,1, , , , , , , , , , , , ,2,2,1943,1,2,3,2,7,1,1
512002,5775,2,1, , , , , , , , , , , , ,3,1,1937,1,2,2,2,4,1,1
512007,5775,3,1, , , , , , , , , , , , ,3,1,1945,1,2,7,2,7,1,1
512005,5775,1,1,3,3,3,1,1,1,1,1,1,2,3,3, , ,1971,1,2,2,1,5,2,0
512001,5775,3,1, , , , , , , , , , , , ,3,1,1937,1,1,7,2,7,1,1
512004,5775,3,1, , , , , , , , , , , , ,3,2,1960,1,2,7,4,5,2,1
512003,5775,3,1, , , , , , , , , , , , ,3,2,1947,1,2,1,2,7,1,1
512009,5775,2,1, , , , , , , , , , , , ,3,2,1929,2,3,2,4,7,1,1
525005,5788,1,2,3,3,3,3,3,3,2,2,2,3,3,3, , ,1951,2,1,7,2,3,2,1
525009,5788,3,2, , , , , , , , , , , , ,2,2,1969,2,2,3,1,1,1,1
525010,5788,3,1, , , , , , , , , , , , ,3,1,1964,1,2,2,2,1,1,0
525008,5788,3,1, , , , , , , , , , , , ,3,1,1960,1,3,5,1,8,1,1
525003,5788,3,1, , , , , , , , , , , , ,2,1,1947,1,1,3,4,7,1,1
525001,5788,2,1, , , , , , , , , , , , ,3,1,1929,1,1,2,5,7,1,0
5025,2209,1,1,3,3,1,3,3,3,3,3,3,3,3,3, , ,1972,1,4,6,4,1,1,1
16015,2788,3,1, , , , , , , , , , , , ,1,1,1965,1,4,6,2,1,1,0
16016,2788,3,1, , , , , , , , , , , , ,3,1,1962,1,2,2,2,1,1,0
16020,2788,3,1, , , , , , , , , , , , ,2,2,1972,2,2,5,2,1,1,1
16019,2788,1,2,3,3,3,3,3,1,2,1,1,3,1,3, , ,1960,1,2,2,2,1,1,1
16018,2788,3,1, , , , , , , , , , , , ,2,1,1963,2,4,2,2,1,1,1
16011,2788,3,1, , , , , , , , , , , , ,2,2,1974,2,4,5,2,2,1,0
16010,2788,1,1,2,2,3,1,3,3,3,2,2,3,3,3, , ,1983,1,4,3,4,1,1,0
16009,2788,3,1, , , , , , , , , , , , ,3,2,1933,1,4,3,2,8,1,0
16008,2788,3,1, , , , , , , , , , , , ,3,2,1983,2,2,3,3,6,1,1
16007,2788,2,1, , , , , , , , , , , , ,2,2,1958,1,2,3,2,1,1,1
16002,2788,2,1, , , , , , , , , , , , ,3,1,1930,2,1,2,5,7,1,0
16012,2788,2,1, , , , , , , , , , , , ,2,2,1977,2,4,5,2,9,2,1
16005,2788,3,1, , , , , , , , , , , , ,2,1,1970,1,4,6,2,1,1,1
16003,2788,3,1, , , , , , , , , , , , ,2,1,1950,1,1,7,4,8,1,1
16001,2788,2,1, , , , , , , , , , , , ,3,1,1949,1,2,2,2,1,1,0
16014,2788,3,1, , , , , , , , , , , , ,2,2,1973,1,4,5,3,1,1,1
16017,2788,3,1, , , , , , , , , , , , ,2,1,1970,1,2,3,3,1,1,1
16013,2788,2,1, , , , , , , , , , , , ,2,2,1976,1,2,6,2,1,1,0
16004,2788,2,1, , , , , , , , , , , , ,3,1,1949,2,4,6,2,7,1,1
16006,2788,3,1, , , , , , , , , , , , ,2,1,1976,2,4,6,2,1,1,0
217031,5480,1,2,1,1,3,3,3,1,3,3,1,2,3,2, , ,1946,2,1,7,4,7,1,0
217032,5480,1,1,3,1,3,1,3,3,3,3,3,3,3,3, , ,1949,2,1,2,4,1,1,1
217033,5480,2,3, , , , , , , , , , , , ,2,1,1988,2,4,3,1,1,1,0
217034,5480,1,2,3,3,3,3,3,1,1,1,3,3,1,3, , ,1987,2,3,1,3,6,1,1
217035,5480,2,1, , , , , , , , , , , , ,2,2,1977,1,1,3,1,1,1,1
87036,5342,3,1, , , , , , , , , , , , ,3,2,1967,2,2,2,2,8,1,0
87035,5342,3,1, , , , , , , , , , , , ,2,2,1931,1,1,7,4,8,1,0
87034,5342,3,1, , , , , , , , , , , , ,2,2,1946,2,4,6,2,7,1,1
87033,5342,3,1, , , , , , , , , , , , ,2,1,1982,2,4,5,2,1,1,1
87032,5342,2,1, , , , , , , , , , , , ,2,2,1972,1,2,3,2,1,2,1
473015,228,3,1, , , , , , , , , , , , ,2,2,1952,2,2,2,4,5,2,1
473022,228,3,1, , , , , , , , , , , , ,4,1,1965,1,2,2,4,2,2,1
473021,228,3,1, , , , , , , , , , , , ,2,2,1963,2,4,6,2,1,1,1
473020,228,2,1, , , , , , , , , , , , ,2,2,1975,2,4,6,1,6,1,0
473019,228,2,1, , , , , , , , , , , , ,2,1,1954,1,4,6,4,1,1,1
473018,228,3,1, , , , , , , , , , , , ,3,1,1954,2,2,3,1,1,1,1
473017,228,2,1, , , , , , , , , , , , ,3,2,1939,1,4,6,2,7,1,0
473014,228,2,1, , , , , , , , , , , , ,2,1,1933,1,1,3,2,7,1,1
473013,228,3,1, , , , , , , , , , , , ,3,1,1961,2,4,6,4,1,1,1
473012,228,3,1, , , , , , , , , , , , ,3,2,1941,2,4,6,2,7,1,0
480023,2209,3,1, , , , , , , , , , , , ,2,1,1964,2,4,3,1,5,2,1
480033,2209,2,1, , , , , , , , , , , , ,2,2,1945,1,4,6,2,7,1,1
480032,2209,2,1, , , , , , , , , , , , ,3,2,1987,2,4,2,1,1,1,0
480030,2209,3,1, , , , , , , , , , , , ,3,1,1963,1,4,3,2,1,1,1
480028,2209,3,1, , , , , , , , , , , , ,2,2,1958,2,2,7,5,1,1,0
480027,2209,3,1, , , , , , , , , , , , ,3,1,1966,2,4,6,2,1,1,1
189097,3923,2,1, , , , , , , , , , , , ,2,1,1985,1,2,2,1,3,2,1
189096,3923,3,1, , , , , , , , , , , , ,2,1,1956,2,4,5,2,1,1,1
480025,2209,2,1, , , , , , , , , , , , ,2,1,1968,1,1,2,1,5,2,0
480029,2209,2,1, , , , , , , , , , , , ,3,1,1967,1,1,7,1,1,1,1
480026,2209,2,1, , , , , , , , , , , , ,3,2,1950,2,4,3,1,8,1,0
480022,2209,3,1, , , , , , , , , , , , ,3,1,1985,1,4,1,1,6,1,0
480021,2209,3,1, , , , , , , , , , , , ,3,1,1966,1,2,5,1,1,1,0
480020,2209,2,2, , , , , , , , , , , , ,4,1,1986,1,4,3,1,5,2,1
238010,5501,2,1, , , , , , , , , , , , ,3,2,1935,1,1,3,2,7,1,0
238003,5501,3,1, , , , , , , , , , , , ,3,2,1943,1,2,3,2,7,1,1
238001,5501,3,1, , , , , , , , , , , , ,3,1,1960,2,4,6,2,1,1,0
238002,5501,3,1, , , , , , , , , , , , ,3,2,1973,2,4,6,2,6,1,1
238004,5501,3,1, , , , , , , , , , , , ,4,2,1946,2,4,6,5,7,1,1
238005,5501,3,2, , , , , , , , , , , , ,1,1,1965,2,2,3,2,1,1,0
238006,5501,3,1, , , , , , , , , , , , ,2,1,1967,1,4,6,2,1,1,0
238007,5501,1,3,1,3,2,3,2,2,2,3,3,3,2,2, , ,1991,2,2,2,2,11,2,1
238008,5501,3,1, , , , , , , , , , , , ,3,3,1965,1,4,5,2,1,1,0
365019,5628,3,1, , , , , , , , , , , , ,1,2,1940,2,2,2,4,7,1,0
365020,5628,3,2, , , , , , , , , , , , ,2,2,1989,1,2,3,1,5,2,1
365025,5628,3,1, , , , , , , , , , , , ,3,1,1963,1,2,5,2,1,1,1
365027,5628,2,2, , , , , , , , , , , , ,3,1,1959,2,4,3,3,5,2,1
365022,5628,1,1,3,3,3,3,3,3,1,1,1,1,3,1, , ,1939,1,1,2,5,7,1,1
365026,5628,2,1, , , , , , , , , , , , ,2,1,1960,2,4,2,4,5,2,1
365029,5628,3,1, , , , , , , , , , , , ,2,2,1959,1,1,2,2,1,1,1
365030,5628,3,1, , , , , , , , , , , , ,2,1,1976,2,4,6,2,1,1,0
